restaurant_name;restaurant_id;attribution;note;restaurant_type[0];restaurant_type[1];restaurant_type[2];restaurant_type[3];ranking_general;ranking_cuisinetype;address;Arrondissement;Ville;Nb avis;excellent;verygood;medium;mediocre;horrible;cuisine;service;ratio;ambiance;URL
L'Escapade;d3734275; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 2 072 sur 15301 restaurants à  Paris;N° 1 333 sur 6939 Française à  Paris;25 avenue Duquesne;75007;Paris France;230;86;37;16;2;4;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3734275-Reviews-L_Escapade-Paris_Ile_de_France.html
Plume;d9735299; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 2 266 sur 15301 restaurants à  Paris;N° 1 451 sur 6939 Française à  Paris;24 Rue Pierre Leroux;75007;Paris France;132;54;25;21;3;2;4,5;4,5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d9735299-Reviews-Plume-Paris_Ile_de_France.html
Madame Pop's;d17452512; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 163 sur 15301 restaurants à  Paris;N° 108 sur 6939 Française à  Paris;9 rue Lagrange;75005;Paris France;199;96;18;3;1;0;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d17452512-Reviews-Madame_Pop_s-Paris_Ile_de_France.html
Les petites bouchà©es;d7085708; Page attribuée;4,5;Intermédiaire;Française;Internationale;Européenne;N° 435 sur 15301 restaurants à  Paris;N° 304 sur 6939 Française à  Paris;4 rue du Roi de Sicile;75004;Paris France;535;266;118;23;7;7;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d7085708-Reviews-Les_petites_bouchees-Paris_Ile_de_France.html
MUXU;d5536128; Page attribuée;4,5;Intermédiaire;Française;Européenne;Basque;N° 2 904 sur 15301 restaurants à  Paris;N° 1 829 sur 6939 Française à  Paris;16 rue Deguerry;75011;Paris France;109;50;32;7;3;1;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5536128-Reviews-MUXU-Paris_Ile_de_France.html
Les Frangins;d7693800; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 3 167 sur 15301 restaurants à  Paris;N° 1 967 sur 6939 Française à  Paris;3 rue des gobelins;75013;Paris France;121;43;44;7;3;3;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d7693800-Reviews-Les_Frangins-Paris_Ile_de_France.html
Le 975;d7910212; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 112 sur 15301 restaurants à  Paris;N° 71 sur 6939 Française à  Paris;25 Rue Guy Moquet;75017;Paris France;272;178;41;12;2;2;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d7910212-Reviews-Le_975-Paris_Ile_de_France.html
La Ficelle;d5443630; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 3 808 sur 15301 restaurants à  Paris;N° 2 318 sur 6939 Française à  Paris;16 rue Fremicourt;75015;Paris France;84;41;26;4;2;3;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5443630-Reviews-La_Ficelle-Paris_Ile_de_France.html
La Bringue;d8506257; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 302 sur 15301 restaurants à  Paris;N° 212 sur 6939 Française à  Paris;38 rue Yves Toudic;75010;Paris France;248;165;36;6;3;4;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8506257-Reviews-La_Bringue-Paris_Ile_de_France.html
21 Martorell;d10836293; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 4 669 sur 15301 restaurants à  Paris;N° 2 795 sur 6939 Française à  Paris;21 Rue de Douai;75009;Paris France;130;80;9;2;2;9;4,5;4;4,5;1;https://www.tripadvisor.fr/Restaurant_Review-g187147-d10836293-Reviews-21_Martorell-Paris_Ile_de_France.html
La Boite Aux Lettres;d4414548; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 79 sur 15301 restaurants à  Paris;N° 50 sur 6939 Française à  Paris;108 Rue Lepic;75018;Paris France;975;344;100;10;10;5;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4414548-Reviews-La_boite_aux_lettres-Paris_Ile_de_France.html
Chez Trassoudaine;d1035102; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 160 sur 15301 restaurants à  Paris;N° 106 sur 6939 Française à  Paris;3 Place Nationale;75013;Paris France;487;278;85;21;4;2;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1035102-Reviews-Chez_Trassoudaine-Paris_Ile_de_France.html
La Grande Ourse;d2701878; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 176 sur 15301 restaurants à  Paris;N° 118 sur 6939 Française à  Paris;9 rue Georges Sache;75014;Paris France;272;136;46;10;1;2;5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2701878-Reviews-La_Grande_Ourse-Paris_Ile_de_France.html
l'Escient;d2563475; Page attribuée;4,5;Intermédiaire;Française;Européenne;Moderne;N° 984 sur 15301 restaurants à  Paris;N° 682 sur 6939 Française à  Paris;28 rue Poncelet;75017;Paris France;215;88;59;11;7;1;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2563475-Reviews-L_Escient-Paris_Ile_de_France.html
La Causerie;d714961; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 2 159 sur 15301 restaurants à  Paris;N° 1 386 sur 6939 Française à  Paris;31 rue Vital;75016;Paris France;207;94;43;15;8;2;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d714961-Reviews-La_Causerie-Paris_Ile_de_France.html
L'Atelier des Batignolles;d6414780; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 145 sur 15301 restaurants à  Paris;N° 788 sur 6939 Française à  Paris;12 rue des Batignolles;75017;Paris France;151;75;35;12;1;1;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6414780-Reviews-L_Atelier_des_Batignolles-Paris_Ile_de_France.html
Poulette;d4597792; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 863 sur 15301 restaurants à  Paris;N° 597 sur 6939 Française à  Paris;3 rue Etienne Marcel;75001;Paris France;308;77;46;15;7;5;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4597792-Reviews-Poulette-Paris_Ile_de_France.html
Les Enfants Perdus;d1391377; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 763 sur 15301 restaurants à  Paris;N° 532 sur 6939 Française à  Paris;9 Rue des Recollets;75010;Paris France;840;187;185;46;25;8;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1391377-Reviews-Les_Enfants_Perdus-Paris_Ile_de_France.html
Le Basilic;d779419; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 864 sur 15301 restaurants à  Paris;N° 598 sur 6939 Française à  Paris;33 rue Lepic;75018;Paris France;1544;286;200;59;21;16;4;4;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d779419-Reviews-Le_Basilic-Paris_Ile_de_France.html
Aux Anysetiers Du Roy Restaurant;d858456; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 973 sur 15301 restaurants à  Paris;N° 673 sur 6939 Française à  Paris;61 rue Saint Louis en L Ile;75004;Paris France;465;71;27;10;5;15;4,5;4;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d858456-Reviews-Aux_Anysetiers_Du_Roy_Restaurant-Paris_Ile_de_France.html
Le Voltigeur;d3598900; Page attribuée;4;Intermédiaire;Française;Végétariens bienvenus;-;N° 3 120 sur 15301 restaurants à  Paris;N° 1 938 sur 6939 Française à  Paris;45 rue des Francs Bourgeois;75004;Paris France;215;45;42;9;6;14;4;4;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3598900-Reviews-Le_Voltigeur-Paris_Ile_de_France.html
La Rotonde;d718719; Page attribuée;4;Intermédiaire;Française;Européenne;Brasserie gastronomique;N° 1 043 sur 15301 restaurants à  Paris;N° 721 sur 6939 Française à  Paris;105 Boulevard du Montparnasse;75006;Paris France;1774;339;411;127;51;51;4;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d718719-Reviews-La_Rotonde-Paris_Ile_de_France.html
La Marine;d802452; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 082 sur 15301 restaurants à  Paris;N° 746 sur 6939 Française à  Paris;55 quai de Valmy;75010;Paris France;690;136;173;27;12;18;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d802452-Reviews-La_Marine-Paris_Ile_de_France.html
Au Relais;d2174563; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 868 sur 15301 restaurants à  Paris;N° 1 806 sur 6939 Française à  Paris;48 Rue Lamarck;75018;Paris France;246;43;56;19;8;14;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2174563-Reviews-Au_Relais-Paris_Ile_de_France.html
Le Paris Montparnasse;d3445396; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 259 sur 15301 restaurants à  Paris;N° 861 sur 6939 Française à  Paris;43 avenue du Maine;75014;Paris France;587;200;193;45;12;9;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3445396-Reviews-Le_Paris_Montparnasse-Paris_Ile_de_France.html
Aux Petits Oignons;d1549895; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 299 sur 15301 restaurants à  Paris;N° 880 sur 6939 Française à  Paris;11 Rue Dupont de l'Eure;75020;Paris France;255;103;89;19;15;5;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1549895-Reviews-Aux_Petits_Oignons-Paris_Ile_de_France.html
Strobi;d4752855; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 317 sur 15301 restaurants à  Paris;N° 893 sur 6939 Française à  Paris;12 rue Biot;75017;Paris France;261;115;70;15;19;7;4;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4752855-Reviews-Strobi-Paris_Ile_de_France.html
Ma Biche;d6779368; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 361 sur 15301 restaurants à  Paris;N° 921 sur 6939 Française à  Paris;12 rue Veron;75018;Paris France;330;120;64;24;8;13;4;4;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6779368-Reviews-Ma_Biche-Paris_Ile_de_France.html
Bistrot des Vignes;d1405603; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 371 sur 15301 restaurants à  Paris;N° 929 sur 6939 Française à  Paris;90 rue des Dames;75017;Paris France;437;122;132;35;12;8;4;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1405603-Reviews-Bistrot_des_Vignes-Paris_Ile_de_France.html
Papillon;d9803833; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 1 495 sur 15301 restaurants à  Paris;N° 1 003 sur 6939 Française à  Paris;8 rue Meissonier;75017;Paris France;357;130;107;48;23;6;4,5;4;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d9803833-Reviews-Papillon-Paris_Ile_de_France.html
Le Garde Temps;d2468712; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 1 587 sur 15301 restaurants à  Paris;N° 1 056 sur 6939 Française à  Paris;19 B rue Pierre Fontaine;75009;Paris France;298;98;81;19;15;4;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2468712-Reviews-Le_Garde_Temps-Paris_Ile_de_France.html
La Laiterie Sainte Clotilde;d1019330; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 1 610 sur 15301 restaurants à  Paris;N° 1 073 sur 6939 Française à  Paris;64 rue de Bellechasse;75007;Paris France;177;39;67;16;5;0;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1019330-Reviews-La_Laiterie_Sainte_Clotilde-Paris_Ile_de_France.html
Au Petit Marguery;d719208; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 1 650 sur 15301 restaurants à  Paris;N° 1 093 sur 6939 Française à  Paris;9 Boulevard de Port Royal;75013;Paris France;821;227;255;73;61;29;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719208-Reviews-Au_Petit_Marguery-Paris_Ile_de_France.html
Le Gribouille;d2711055; Page attribuée;4;Intermédiaire;Française;Européenne;Bars-restaurants;N° 1 722 sur 15301 restaurants à  Paris;N° 1 133 sur 6939 Française à  Paris;44 rue de Rivoli 75004;75004;Paris France;235;58;47;10;5;7;4;4,5;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2711055-Reviews-Le_Gribouille-Paris_Ile_de_France.html
Le Bistrot de Paris;d719039; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 1 799 sur 15301 restaurants à  Paris;N° 1 164 sur 6939 Française à  Paris;33 rue de Lille;75007;Paris France;366;77;56;23;9;6;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719039-Reviews-Le_Bistrot_de_Paris-Paris_Ile_de_France.html
Le Corner;d3461945; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 886 sur 15301 restaurants à  Paris;N° 1 223 sur 6939 Française à  Paris;68 avenue Kleber;75016;Paris France;324;72;68;9;6;8;4;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3461945-Reviews-Le_Corner-Paris_Ile_de_France.html
Lazare;d4698107; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 1 950 sur 15301 restaurants à  Paris;N° 1 263 sur 6939 Française à  Paris;Rue Intà©rieure Forecourt of the station Saint lazare;75008;Paris France;1699;408;514;267;109;53;4;4;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4698107-Reviews-Lazare-Paris_Ile_de_France.html
Le Vieux Crapaud;d6856030; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 2 014 sur 15301 restaurants à  Paris;N° 1 303 sur 6939 Française à  Paris;16 rue Lauriston;75016;Paris France;210;73;57;14;9;6;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6856030-Reviews-Le_Vieux_Crapaud-Paris_Ile_de_France.html
Chez Plumeau;d1108416; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 124 sur 15301 restaurants à  Paris;N° 1 366 sur 6939 Française à  Paris;4 Place du Calvaire;75018;Paris France;805;127;178;58;27;25;4;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1108416-Reviews-Chez_Plumeau-Paris_Ile_de_France.html
Gladines Saint-Germain;d4745765; Page attribuée;4;Intermédiaire;Française;Européenne;Basque;N° 2 163 sur 15301 restaurants à  Paris;N° 1 389 sur 6939 Française à  Paris;44 Boulevard Saint Germain;75005;Paris France;527;79;109;33;24;42;4;3,5;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4745765-Reviews-Chez_Gladines_Saint_Germain-Paris_Ile_de_France.html
Le Plomb du Cantal;d807906; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 2 245 sur 15301 restaurants à  Paris;N° 1 441 sur 6939 Française à  Paris;4 boulevard Saint Denis;75010;Paris France;476;90;210;48;20;18;4;4;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d807906-Reviews-Le_Plomb_du_Cantal-Paris_Ile_de_France.html
Aux Prà©s;d2194447; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 2 252 sur 15301 restaurants à  Paris;N° 1 443 sur 6939 Française à  Paris;27 Rue du Dragon;75006;Paris France;1503;485;440;247;100;49;4;4;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2194447-Reviews-Aux_Pres-Paris_Ile_de_France.html
Le Zimmer;d947498; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 257 sur 15301 restaurants à  Paris;N° 1 446 sur 6939 Française à  Paris;1 Place du Chatàªlet;75001;Paris France;799;107;230;76;37;17;4;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d947498-Reviews-Le_Zimmer-Paris_Ile_de_France.html
Le Café Plume;d13239346; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 270 sur 15301 restaurants à  Paris;N° 1 454 sur 6939 Française à  Paris;164 Rue Saint Honorà©;75001;Paris France;201;64;32;6;10;6;4,5;4,5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13239346-Reviews-Le_Cafe_Plume-Paris_Ile_de_France.html
Korpanoff;d8834438; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 272 sur 15301 restaurants à  Paris;N° 1 456 sur 6939 Française à  Paris;37 boulevard de Bonne Nouvelle;75002;Paris France;184;63;59;17;6;10;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8834438-Reviews-Korpanoff-Paris_Ile_de_France.html
Waknine;d720152; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 289 sur 15301 restaurants à  Paris;N° 1 468 sur 6939 Française à  Paris;9 avenue Pierre 1 er de Serbie;75016;Paris France;203;64;63;18;4;5;4;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d720152-Reviews-Waknine-Paris_Ile_de_France.html
Brasserie Printemps;d1233927; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 292 sur 15301 restaurants à  Paris;N° 1 469 sur 6939 Française à  Paris;58/60  Boulevard Haussmann Printemps Femme;75009;Paris France;698;103;220;85;33;23;3,5;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1233927-Reviews-Brasserie_Printemps-Paris_Ile_de_France.html
La MaisoN Austerlitz;d8106992; Page attribuée;4;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 2 426 sur 15301 restaurants à  Paris;N° 1 553 sur 6939 Française à  Paris;8 Boulevard de l'Hopital Juste à  cà´tà© du Jardin des Plantes;75005;Paris France;116;46;46;9;2;1;4;4,5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8106992-Reviews-La_Maison_Austerlitz-Paris_Ile_de_France.html
Le Baratin;d718799; Page attribuée;4;Intermédiaire;Française;Européenne;-;N° 2 432 sur 15301 restaurants à  Paris;N° 1 556 sur 6939 Française à  Paris;3 rue Jouye Rouve;75020;Paris France;415;81;59;23;27;20;4;3,5;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d718799-Reviews-Le_Baratin-Paris_Ile_de_France.html
